0.0,0.0,2.0,1.57
0.08,0.0,2.0,1.57
0.16,0.0,2.0,1.57
0.24,0.0,2.0,1.57
0.32,0.0,2.0,1.57
0.4,0.0,2.0,1.57
0.48,0.0,2.0,1.57
0.56,0.0,2.0,1.57
0.56,0.08,2.0,1.57
0.56,0.16,2.0,1.57
0.56,0.24,2.0,1.57
0.56,0.32,2.0,1.57
0.56,0.4,2.0,1.57
0.56,0.48,2.0,1.57
0.56,0.56,2.0,1.57
0.56,0.64,2.0,1.57
0.56,0.72,2.0,1.57
0.56,0.8,2.0,1.57
0.56,0.88,2.0,1.57
0.56,0.96,2.0,1.57
0.56,1.04,2.0,1.57
0.56,1.12,2.0,1.57
0.56,1.2,2.0,1.57
0.56,1.28,2.0,1.57
0.56,1.36,2.0,1.57
0.64,1.36,2.0,1.57
0.72,1.36,2.0,1.57
0.8,1.36,2.0,1.57
0.88,1.36,2.0,1.57
0.96,1.36,2.0,1.57
1.04,1.36,2.0,1.57
1.12,1.36,2.0,1.57
1.2,1.36,2.0,1.57
1.28,1.36,2.0,1.57
1.36,1.36,2.0,1.57
1.44,1.36,2.0,1.57
1.52,1.36,2.0,1.57
1.6,1.36,2.0,1.57
1.6,1.28,2.0,1.57
1.6,1.2,2.0,1.57
1.6,1.12,2.0,1.57
1.6,1.04,2.0,1.57
1.6,0.96,2.0,1.57
1.6,0.88,2.0,1.57
1.6,0.8,2.0,1.57
1.6,0.72,2.0,1.57
1.6,0.64,2.0,1.57
1.68,0.64,2.0,1.57
1.76,0.64,2.0,1.57
1.84,0.64,2.0,1.57
1.92,0.64,2.0,1.57
2.0,0.64,2.0,1.57
2.08,0.64,2.0,1.57
2.16,0.64,2.0,1.57
2.24,0.64,2.0,1.57
2.32,0.64,2.0,1.57
2.4,0.64,2.0,1.57
2.48,0.64,2.0,1.57
2.56,0.64,2.0,1.57
2.56,0.72,2.0,1.57
2.56,0.8,2.0,1.57
2.56,0.88,2.0,1.57
2.56,0.96,2.0,1.57
2.56,1.04,2.0,1.57
2.56,1.12,2.0,1.57
2.56,1.2,2.0,1.57
2.56,1.28,2.0,1.57
2.56,1.36,2.0,1.57
2.56,1.44,2.0,1.57
2.56,1.52,2.0,1.57
2.56,1.6,2.0,1.57
2.56,1.68,2.0,1.57
2.56,1.76,2.0,1.57
2.56,1.84,2.0,1.57
2.56,1.92,2.0,1.57
2.56,2.0,2.0,1.57
2.56,2.08,2.0,1.57
2.56,2.16,2.0,1.57
2.56,2.24,2.0,1.57
2.56,2.32,2.0,1.57
2.56,2.4,2.0,1.57
2.64,2.4,2.0,1.57
2.72,2.4,2.0,1.57
2.8000000000000003,2.4,2.0,1.57
2.88,2.4,2.0,1.57
2.96,2.4,2.0,1.57
3.04,2.4,2.0,1.57
3.12,2.4,2.0,1.57
3.2,2.4,2.0,1.57
3.2800000000000002,2.4,2.0,1.57
3.36,2.4,2.0,1.57
3.44,2.4,2.0,1.57
3.52,2.4,2.0,1.57
3.6,2.4,2.0,1.57
3.6,2.48,2.0,1.57
3.6,2.56,2.0,1.57
3.6,2.64,2.0,1.57
3.6,2.72,2.0,1.57
3.6,2.8000000000000003,2.0,1.57
3.6,2.88,2.0,1.57
3.6,2.96,2.0,1.57
3.6,3.04,2.0,1.57
3.6,3.12,2.0,1.57
3.6,3.2,2.0,1.57
3.6,3.2800000000000002,2.0,1.57
3.6,3.36,2.0,1.57
3.6,3.44,2.0,1.57
3.68,3.44,2.0,1.57
3.7600000000000002,3.44,2.0,1.57
3.84,3.44,2.0,1.57
3.92,3.44,2.0,1.57
4.0,3.44,2.0,1.57
4.08,3.44,2.0,1.57
4.16,3.44,2.0,1.57
4.24,3.44,2.0,1.57
4.32,3.44,2.0,1.57
4.4,3.44,2.0,1.57
4.48,3.44,2.0,1.57
4.5600000000000005,3.44,2.0,1.57
4.64,3.44,2.0,1.57
4.72,3.44,2.0,1.57
4.8,3.44,2.0,1.57
4.88,3.44,2.0,1.57
4.96,3.44,2.0,1.57
5.04,3.44,2.0,1.57
5.12,3.44,2.0,1.57
5.2,3.44,2.0,1.57
5.28,3.44,2.0,1.57
5.36,3.44,2.0,1.57
5.44,3.44,2.0,1.57
5.5200000000000005,3.44,2.0,1.57
5.6000000000000005,3.44,2.0,1.57
5.6000000000000005,3.52,2.0,1.57
5.6000000000000005,3.6,2.0,1.57
5.6000000000000005,3.68,2.0,1.57
5.6000000000000005,3.7600000000000002,2.0,1.57
5.6000000000000005,3.84,2.0,1.57
5.6000000000000005,3.92,2.0,1.57
5.6000000000000005,4.0,2.0,1.57
5.6000000000000005,4.08,2.0,1.57
5.6000000000000005,4.16,2.0,1.57
5.6000000000000005,4.24,2.0,1.57
5.6000000000000005,4.32,2.0,1.57
5.6000000000000005,4.4,2.0,1.57
5.6000000000000005,4.48,2.0,1.57
5.6000000000000005,4.5600000000000005,2.0,1.57
5.6000000000000005,4.64,2.0,1.57
5.6000000000000005,4.72,2.0,1.57
5.6000000000000005,4.8,2.0,1.57
5.6000000000000005,4.88,2.0,1.57
5.6000000000000005,4.96,2.0,1.57
5.6000000000000005,5.04,2.0,1.57
5.6000000000000005,5.12,2.0,1.57
5.6000000000000005,5.2,2.0,1.57
5.6000000000000005,5.28,2.0,1.57
5.6000000000000005,5.36,2.0,1.57
5.6000000000000005,5.44,2.0,1.57
5.6000000000000005,5.5200000000000005,2.0,1.57
5.6000000000000005,5.6000000000000005,2.0,1.57
